AÑO,CÓDIGO_MUNICIPIO,MUNICIPIO,CÓDIGO_DEPARTAMENTO,DEPARTAMENTO,CÓDIGO_ETC,ETC,POBLACIÓN_5_16,TASA_MATRICULACIÓN_5_16,COBERTURA_NETA,COBERTURA_NETA_TRANSICIÓN,COBERTURA_NETA_PRIMARIA,COBERTURA_NETA_SECUNDARIA,COBERTURA_NETA_MEDIA,COBERTURA_BRUTA,COBERTURA_BRUTA_TRANSICIÓN,COBERTURA_BRUTA_PRIMARIA,COBERTURA_BRUTA_SECUNDARIA,COBERTURA_BRUTA_MEDIA,TAMAÑO_PROMEDIO_DE_GRUPO,SEDES_CONECTADAS_A_INTERNET,DESERCIÓN,DESERCIÓN_TRANSICIÓN,DESERCIÓN_PRIMARIA,DESERCIÓN_SECUNDARIA,DESERCIÓN_MEDIA,APROBACIÓN,APROBACIÓN_TRANSICIÓN,APROBACIÓN_PRIMARIA,APROBACIÓN_SECUNDARIA,APROBACIÓN_MEDIA,REPROBACIÓN,REPROBACIÓN_TRANSICIÓN,REPROBACIÓN_PRIMARIA,REPROBACIÓN_SECUNDARIA,REPROBACIÓN_MEDIA,REPITENCIA,REPITENCIA_TRANSICIÓN,REPITENCIA_PRIMARIA,REPITENCIA_SECUNDARIA,REPITENCIA_MEDIA
2014,73678,San Luis,73,Tolima,3815.0,Tolima (ETC),4091,67.64,93.57,67.89,84.46,75.68,66.3,72.28,65.07,78.98,75.22,53.16,29.19,29.41,2.03,2.29,1.41,2.8,2.01,88.91,0.0,91.67,83.3,88.83,9.07,0.0,6.91,13.9,9.17,0.07,0.0,0.07,0.1,0.0
2013,20517,Pailitas,20,Cesar,3779.0,Cesar (ETC),4260,99.32,99.3,60.3,102.9,74.4,29.2,115.7,118.2,129.0,117.0,78.1,50.76,26.67,6.35,9.25,7.19,5.21,2.27,88.04,1.0,88.0,87.3,89.2,5.62,1.0,4.81,7.49,8.52,0.63,1.5,0.7,0.37,0.28
2015,54125,Cácota,54,Norte de Santander,3801.0,Norte de Santander (ETC),440,103.86,103.86,50.0,96.2,95.3,52.11,132.73,108.33,126.63,153.69,116.9,15.29,21.43,4.33,5.13,3.14,7.02,,95.67,0.0,96.86,92.98,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,17272,Filadelfia,17,Caldas,3773.0,Caldas (ETC),1905,68.24,68.24,44.87,65.37,62.81,38.14,72.34,60.9,75.78,77.34,58.97,,,6.6,4.21,3.31,11.11,6.52,85.34,1.05,91.39,76.16,85.33,8.06,1.05,5.3,12.73,8.15,8.56,0.0,8.44,10.71,7.61
2020,13222,Clemencia,13,Bolívar,3767.0,Bolívar (ETC),3635,83.96,83.96,67.5,80.93,62.88,43.54,94.94,84.06,102.91,92.71,84.35,,,0.41,0.0,0.59,0.4,0.0,99.59,0.0,99.41,99.6,100.0,0.0,0.0,0.0,0.0,0.0,3.98,0.0,5.78,3.56,0.29
2023,25293,Gachala,25,Cundinamarca,3785.0,Cundinamarca (ETC),801,81.4,81.4,58.73,77.23,70.91,43.48,89.26,68.25,89.54,97.45,81.88,,,1.76,0.0,0.69,2.39,4.17,95.01,0.0,97.25,91.63,94.79,3.23,0.0,2.06,5.98,1.04,4.41,2.33,3.44,6.77,2.08
2013,15248,El Espino,15,Boyacá,3769.0,Boyacá (ETC),645,93.02,93.0,70.7,103.6,80.2,49.7,142.3,82.9,113.1,135.5,,29.43,14.29,2.11,,1.6,1.72,5.0,95.62,0.0,96.4,94.85,94.0,2.27,0.0,2.0,3.43,1.0,0.49,0.0,0.0,1.29,0.0
2020,47703,San Zenón,47,Magdalena,3794.0,Magdalena (ETC),3301,87.85,87.85,43.79,82.92,59.42,33.27,103.6,86.55,116.23,102.69,80.04,,,1.46,0.4,1.33,1.49,2.87,97.4,1.59,97.46,97.32,96.82,1.15,1.59,1.21,1.19,0.32,4.22,1.99,6.23,2.49,0.96
2012,50683,San Juan de Arama,50,Meta,3796.0,Meta (ETC),2406,72.03,72.0,54.1,64.2,58.7,29.3,81.6,82.5,80.8,95.8,55.9,28.18,6.25,9.71,8.13,8.2,14.14,4.23,84.24,0.0,90.38,71.71,87.83,6.06,0.0,1.42,14.14,7.94,2.9,0.63,3.06,3.83,1.06
2016,70523,Palmito,70,Sucre,3813.0,Sucre (ETC),3915,84.1,84.14,46.47,82.55,64.55,40.78,100.43,105.0,109.66,96.02,82.38,,60.87,2.61,3.08,1.81,3.74,2.41,87.37,0.0,90.96,78.94,87.71,10.01,0.0,7.23,17.32,9.88,0.39,0.28,0.23,0.7,0.24
2013,20001,Valledupar,20,Cesar,3780.0,Valledupar,107901,86.9,86.7,51.7,84.0,71.1,40.2,97.5,96.1,107.6,96.2,75.7,43.06,66.67,3.33,4.85,2.89,3.66,2.97,91.39,0.86,93.37,88.95,89.28,5.27,0.86,3.74,7.39,7.75,0.93,1.0,0.98,0.97,0.58
2021,73168,Chaparral,73,Tolima,3.815,Tolima (ETC),11.126,95.14,95.1,68.24,92.36,78.31,42.58,109.22,95.85,118.9,113.78,82.93,,,6.08,3.98,5.41,7.55,5.68,84.6,0.51,87.2,78.59,85.01,9.33,0.51,7.39,13.87,9.3,5.74,0.9,3.89,9.87,3.71
2016,68081,Barrancabermeja,68,Santander,3810.0,Barrancabermeja,38168,119.8,119.55,79.45,123.05,98.27,54.48,133.95,137.05,148.21,132.18,101.69,25.787,5.61,3.48,5.72,2.35,4.69,2.82,87.54,1.44,91.31,81.24,87.9,8.98,1.44,6.34,14.07,9.29,5.48,2.01,3.58,9.29,3.77
2015,73504,Ortega,73,Tolima,3815.0,Tolima (ETC),8059,90.82,90.82,50.21,86.42,78.2,50.08,100.78,83.54,109.94,99.58,88.25,26.75,27.1,2.29,2.5,1.99,2.52,2.74,93.1,0.0,92.08,92.53,95.64,4.6,0.0,5.93,4.96,1.62,0.53,0.0,0.97,0.2,0.1
2017,52720,Sapuyes,52,Nariño,3798.0,Nariño (ETC),1324,75.8,75.83,56.25,69.49,66.94,36.04,83.01,79.17,83.82,90.76,63.45,20.362000000000002,41.67,1.47,1.32,0.44,2.71,0.89,98.53,0.0,99.56,97.29,99.11,0.0,0.0,0.0,0.0,0.0,1.01,0.0,1.97,0.45,0.0
2018,5490,Necoclí,5,Antioquia,3758.0,Antioquia (ETC),11703,79.25,117.14,53.37,111.93,97.43,41.22,139.03,97.99,161.64,147.63,82.33,,,4.93,3.7,3.91,6.69,5.02,90.73,0.0,91.24,88.78,91.05,4.34,0.0,4.85,4.53,3.93,2.78,0.51,2.83,3.53,1.1
2023,5440,Marinilla,5,Antioquia,3758.0,Antioquia (ETC),12012,99.61,99.58,86.86,99.52,85.89,54.86,107.68,99.12,111.25,113.0,92.57,,,5.29,5.49,4.75,6.95,2.54,85.87,0.0,89.96,77.12,88.9,8.84,0.0,5.29,15.92,8.56,10.12,1.71,9.55,15.48,2.78
2017,13074,Barranco de Loba,13,Bolívar,3767.0,Bolívar (ETC),5019,85.8,85.81,61.03,83.02,54.93,27.76,98.94,106.64,114.92,92.7,62.13,23.41,25.71,3.77,0.8,4.57,3.96,1.81,91.61,3.82,90.38,91.16,96.11,4.63,3.82,5.06,4.88,2.07,1.57,0.6,2.24,0.91,0.78
2014,86219,Colón,86,Putumayo,3826.0,Putumayo (ETC),1230,78.46,91.64,38.16,85.59,80.0,60.84,85.61,79.17,98.97,84.93,61.64,23.42,57.14,2.75,3.95,1.88,3.1,4.2,97.15,0.0,98.12,96.9,95.1,0.09,0.0,0.0,0.0,0.7,0.66,0.0,0.42,1.41,0.0
2021,66682,Santa Rosa de Cabal,66,Risaralda,3.805,Risaralda (ETC),12.555,92.07,92.05,66.77,86.91,84.39,52.6,105.05,91.69,100.18,117.17,98.68,,,3.01,2.04,2.23,4.04,2.93,88.92,0.0,92.31,83.34,89.8,8.08,0.0,5.46,12.62,7.27,4.15,0.25,2.87,6.07,4.59
2021,41668,San Agustín,41,Huila,3.79,Huila (ETC),7.04,91.02,91.02,70.16,91.38,82.83,47.31,99.56,90.16,101.25,108.97,81.37,,,7.32,3.67,4.0,11.39,10.63,87.59,0.0,91.2,82.03,83.99,5.09,0.0,4.79,6.58,5.38,4.56,0.77,2.76,7.25,6.16
2016,73408,Lérida,73,Tolima,3815.0,Tolima (ETC),3488,95.7,95.67,48.96,90.95,79.25,54.24,108.37,82.29,110.56,112.07,108.3,22.941999999999997,56.25,1.71,2.82,1.39,2.03,1.42,94.95,0.0,95.56,93.37,95.99,3.34,0.0,3.06,4.6,2.59,1.65,0.94,2.08,1.77,0.24
2017,47545,Pijiño del Carmen,47,Magdalena,3794.0,Magdalena (ETC),5037,73.1,73.08,40.65,69.29,49.75,20.46,91.22,92.83,107.35,87.33,55.42,25.903000000000002,15.15,2.0,2.12,1.02,3.02,4.64,96.33,0.0,97.34,94.3,95.03,1.67,0.0,1.64,2.68,0.33,3.77,0.71,4.69,3.8,1.66
2022,50318,Guamal,50,Meta,3796.0,Meta (ETC),2914,109.88,109.61,92.71,107.36,100.42,64.73,116.82,114.98,118.32,124.01,99.59,,,6.16,10.98,6.2,6.82,1.39,85.52,0.0,88.3,78.24,93.06,8.32,0.0,5.5,14.94,5.56,8.81,0.0,8.4,13.11,4.15
2023,5045,Apartadó,5,Antioquia,7692.0,Apartado,28391,91.17,91.16,64.67,84.45,77.96,58.34,104.53,91.54,99.15,112.92,107.81,,,4.14,3.44,3.1,5.63,4.02,87.88,0.0,91.41,82.02,86.88,7.98,0.0,5.49,12.35,9.1,8.12,1.43,7.16,11.94,4.99
2014,27025,Alto Baudo,27,Chocó,3789.0,Chocó (ETC),11658,47.17,77.94,47.93,56.13,32.06,11.79,60.52,72.38,95.27,37.73,20.06,11.07,0.95,2.49,0.15,1.43,7.66,8.13,95.39,0.0,96.17,89.65,91.88,2.12,0.0,2.4,2.69,0.0,0.02,0.0,0.0,0.1,0.0
2016,25777,Supatá,25,Cundinamarca,3785.0,Cundinamarca (ETC),1319,75.3,75.28,42.34,68.26,63.18,48.88,86.43,72.97,82.02,96.82,83.41,27.429000000000002,26.32,2.55,4.94,1.57,4.06,0.69,97.45,0.0,98.43,95.94,99.31,0.0,0.0,0.0,0.0,0.0,2.65,0.0,3.58,2.61,1.38
2022,85139,Maní,85,Casanare,3825.0,Casanare (ETC),3706,88.67,88.67,79.03,87.55,71.05,35.96,96.92,96.66,104.21,100.92,69.01,,,6.13,3.32,6.27,7.03,4.97,86.56,0.0,89.26,78.54,90.06,7.32,0.0,4.46,14.43,4.97,8.59,0.0,6.09,15.9,4.97
2016,25151,Caqueza,25,Cundinamarca,3785.0,Cundinamarca (ETC),3501,92.3,92.26,46.8,87.97,79.57,54.28,102.68,86.87,108.23,108.88,84.12,17.011,45.16,3.29,6.87,3.11,3.01,2.58,96.48,0.0,96.82,96.99,95.88,0.22,0.0,0.07,0.0,1.55,1.12,0.0,1.25,1.41,0.52
2017,23417,Lorica,23,Córdoba,3783.0,Lorica,27741,87.9,87.9,52.59,79.44,80.31,53.55,97.15,87.54,96.46,104.66,88.45,16.849,32.12,3.64,5.46,2.55,4.86,2.72,90.25,0.4,92.34,86.89,90.68,6.11,0.4,5.11,8.25,6.6,6.06,0.86,7.11,7.09,3.0
2015,52224,Cuaspud,52,Nariño,3798.0,Nariño (ETC),2033,62.27,62.27,46.75,62.96,51.9,30.45,71.13,68.05,73.96,78.22,51.04,20.08,64.29,0.37,,0.16,0.45,1.17,99.63,0.0,99.84,99.55,98.83,0.0,0.0,0.0,0.0,0.0,3.9,0.87,1.76,6.92,5.85
2012,88564,Providencia,88,"Archipiélago de San Andrés, Providencia y Santa Catalina",3827.0,"Archipiélago de San Andrés, Providencia y Santa Catalina (ETC)",1009,87.41,87.4,89.6,86.6,73.4,53.8,95.8,136.4,96.0,97.6,74.0,21.0,0.0,2.48,3.81,1.97,2.67,2.63,96.76,0.0,96.31,97.33,97.37,0.76,0.0,1.72,0.0,0.0,4.1,0.95,2.21,8.33,2.63
2012,13673,Santa Catalina,13,Bolívar,3767.0,Bolívar (ETC),3351,88.48,88.5,44.0,79.9,76.7,36.2,109.0,92.7,109.5,124.4,85.2,23.93,46.15,2.0,1.57,1.6,2.78,1.52,97.34,0.0,97.8,96.33,97.87,0.66,0.0,0.6,0.9,0.61,2.28,0.0,0.73,4.3,4.26
2014,70823,Toluviejo,70,Sucre,3813.0,Sucre (ETC),4517,102.26,87.74,50.54,82.73,69.34,50.83,116.49,145.08,126.34,114.16,81.23,22.81,13.79,6.96,1.84,6.14,9.3,8.81,83.61,0.37,85.41,77.65,79.12,9.42,0.37,8.45,13.05,12.07,0.04,0.0,0.0,0.0,0.38
2013,5686,Santa Rosa de Osos,5,Antioquia,3758.0,Antioquia (ETC),7968,99.44,99.4,82.7,104.0,80.2,45.1,108.6,100.2,123.0,110.2,75.9,40.92,84.62,3.13,3.42,3.62,2.71,1.92,95.88,0.0,95.66,95.69,97.01,0.99,0.0,0.72,1.6,1.08,2.57,0.0,3.38,2.32,1.21
2022,85010,Aguazul,85,Casanare,3825.0,Casanare (ETC),8034,92.3,92.25,65.42,89.04,82.95,48.99,101.62,96.26,100.21,113.23,84.66,,,3.36,4.18,2.3,4.78,2.44,89.26,0.17,92.92,83.32,89.58,7.38,0.17,4.78,11.9,7.98,6.24,0.35,5.3,8.86,5.76
2011,52352,Iles,52,Nariño,3798.0,Nariño (ETC),1820,87.31,87.3,56.3,85.3,74.5,51.1,98.0,97.2,102.2,95.3,94.5,14.6,13.64,7.65,,5.98,7.46,,95.6,0.0,96.33,95.76,90.84,0.41,0.0,0.0,0.0,2.67,1.62,0.72,1.9,1.36,1.91
2021,5147,Carepa,5,Antioquia,3.758,Antioquia (ETC),12.545,93.25,93.25,51.42,87.78,82.06,41.78,107.97,82.17,111.45,121.75,84.22,,,4.95,3.23,4.71,6.13,2.92,89.61,0.0,92.22,84.56,91.41,5.44,0.0,3.06,9.31,5.67,6.23,0.5,4.25,10.86,2.19
2019,68425,Macaravita,68,Santander,3808.0,Santander (ETC),435,88.74,88.74,72.73,94.94,74.0,58.11,99.77,93.94,98.88,106.67,90.54,,,0.0,0.0,0.0,0.0,0.0,88.95,6.45,97.73,74.42,92.45,11.05,6.45,2.27,25.58,7.55,0.0,0.0,0.0,0.0,0.0
2017,47798,Tenerife,47,Magdalena,3794.0,Magdalena (ETC),3220,103.1,103.07,61.92,94.22,74.62,50.41,131.99,132.38,129.57,137.69,126.22,24.252,40.91,1.39,0.54,1.5,1.68,0.83,95.16,0.0,92.89,96.29,98.07,3.45,0.0,5.6,2.03,1.1,2.34,8.33,2.14,1.24,0.55
2015,70429,Majagual,70,Sucre,3813.0,Sucre (ETC),8232,102.85,102.82,71.41,98.23,73.62,42.25,125.61,160.03,135.07,113.68,107.79,20.35,47.78,1.68,1.99,1.44,2.19,0.95,91.81,0.82,91.22,89.27,95.53,6.5,0.82,7.34,8.53,3.52,0.74,1.99,0.84,0.38,0.0
2016,99524,La Primavera,99,Vichada,3832.0,Vichada (ETC),4440,54.7,54.66,26.23,51.92,37.72,20.57,59.59,43.87,73.68,55.2,37.24,16.705,94.12,7.07,7.82,7.85,6.15,4.84,82.09,0.0,79.71,82.69,86.69,10.85,0.0,12.44,11.15,8.47,2.61,0.56,3.41,2.31,0.4
2012,85230,Orocué,85,Casanare,3825.0,Casanare (ETC),2257,114.71,114.7,73.5,114.3,81.7,26.2,127.0,107.7,152.2,127.5,65.9,25.79,0.0,7.43,8.06,6.38,9.44,6.49,84.1,0.95,87.44,75.25,88.11,8.47,0.95,6.18,15.32,5.41,2.23,0.0,1.82,3.55,2.16
2021,50223,Cubarral,50,Meta,3.7960000000000003,Meta (ETC),1.453,90.02,90.02,65.71,90.29,76.77,46.39,96.21,88.57,106.59,102.56,64.26,,,8.69,4.3,6.2,11.42,11.83,81.08,0.0,87.6,73.75,71.6,10.24,0.0,6.2,14.83,16.57,6.92,2.15,7.54,7.82,4.73
2020,54520,Pamplonita,54,Norte de Santander,3801.0,Norte de Santander (ETC),1183,85.46,85.46,63.27,80.76,77.78,51.05,91.38,83.67,94.19,96.46,77.37,,,3.89,3.66,3.83,5.24,0.68,92.51,0.0,92.55,89.79,97.28,3.61,0.0,3.62,4.97,2.04,7.86,0.0,4.89,14.92,3.4
2023,81591,Puerto Rondón,81,Arauca,3824.0,Arauca (ETC),1057,72.94,72.94,57.78,69.6,54.52,30.0,81.17,81.11,94.27,74.64,59.41,,,5.81,5.48,7.71,3.93,1.27,89.74,0.0,87.62,89.52,97.47,4.45,0.0,4.67,6.55,1.27,9.64,2.74,13.08,8.73,0.0
2023,68250,El Peñón,68,Santander,3808.0,Santander (ETC),1255,61.67,61.67,43.16,63.53,48.86,39.52,65.82,68.42,75.1,62.05,50.0,,,3.47,1.54,3.13,4.25,3.96,93.81,0.0,95.3,89.58,96.04,2.72,0.0,1.57,6.18,0.0,7.55,0.0,10.44,7.72,0.99
2012,66594,Quinchía,66,Risaralda,3805.0,Risaralda (ETC),7965,77.93,77.9,51.0,78.9,65.7,34.7,90.5,76.6,99.1,93.8,68.2,13.6,31.71,2.34,1.56,1.57,3.63,2.11,96.92,0.0,97.7,95.94,95.64,0.74,0.0,0.74,0.43,2.25,1.12,0.0,0.96,1.51,1.32
2019,91530,Puerto Alegría,91,Amazonas,3828.0,Amazonas (ETC),217,66.82,66.82,20.83,76.7,27.69,0.0,74.65,104.17,103.88,46.15,0.0,,,0.0,0.0,0.0,0.0,,100.0,0.0,100.0,100.0,,0.0,0.0,0.0,0.0,,4.94,4.0,6.54,0.0,0.0
2021,76054,Argelia,76,Valle del Cauca,3.8169999999999997,Valle del Cauca (ETC),1.142,82.31,82.31,71.08,74.62,66.83,40.93,98.07,95.18,92.9,111.72,83.42,,,10.32,8.86,9.93,13.64,2.46,87.15,0.0,88.38,82.09,95.9,2.53,0.0,1.69,4.28,1.64,3.34,0.0,1.21,6.95,1.64
2016,41357,Iquira,41,Huila,3790.0,Huila (ETC),2836,80.3,80.32,59.92,86.87,62.59,31.2,89.25,75.3,101.76,89.51,64.1,26.029,12.9,6.66,2.15,3.78,12.2,8.33,81.2,0.0,87.67,65.36,82.5,12.14,0.0,8.55,22.44,9.17,7.13,0.54,7.97,9.54,0.83
2011,17614,Riosucio,17,Caldas,3773.0,Caldas (ETC),12061,79.4,79.4,57.7,78.8,68.9,36.3,88.2,65.6,93.6,97.9,66.7,24.52,43.27,1.95,2.41,1.63,2.67,0.73,90.22,0.15,92.61,85.54,90.45,7.83,0.15,5.76,11.79,8.82,2.32,0.45,1.5,3.86,2.09
2014,47030,Algarrobo,47,Magdalena,3794.0,Magdalena (ETC),3767,107.35,78.04,51.2,63.04,61.94,34.19,137.54,143.1,161.84,121.86,93.32,20.08,45.45,5.38,6.35,7.13,2.81,1.48,93.51,0.25,92.02,95.32,97.41,1.12,0.25,0.86,1.87,1.11,0.99,0.0,1.52,0.68,0.0
2017,5656,San Jerónimo,5,Antioquia,3758.0,Antioquia (ETC),2781,82.6,82.63,49.79,77.25,71.1,41.94,93.89,68.94,92.47,106.06,85.65,27.691999999999997,19.23,3.36,2.47,1.39,5.62,4.1,87.52,0.62,92.51,79.3,89.42,9.12,0.62,6.11,15.09,6.48,2.5,0.0,2.78,2.97,1.37
2017,50711,Vistahermosa,50,Meta,3796.0,Meta (ETC),6480,64.7,64.71,33.91,66.64,50.57,21.91,72.5,48.7,86.5,72.26,47.81,28.52,5.97,6.75,8.65,4.76,10.1,6.15,86.46,0.0,88.96,80.35,88.62,6.8,0.0,6.28,9.55,5.23,0.0,0.0,0.0,0.0,0.0
2021,70670,Sampués,70,Sucre,3.813,Sucre (ETC),10.912,94.85,94.84,61.29,90.28,77.9,48.32,110.11,118.82,110.77,112.35,99.5,,,0.81,0.58,1.1,0.54,0.69,94.27,3.59,93.52,94.0,96.48,4.92,3.59,5.38,5.46,2.83,4.19,11.75,3.35,4.2,1.23
2013,70473,Morroa,70,Sucre,3813.0,Sucre (ETC),3377,80.43,80.4,52.2,82.0,56.4,27.0,103.0,117.5,128.7,89.4,61.4,34.09,35.0,3.13,4.89,2.2,3.61,4.48,86.97,2.93,88.06,83.39,87.24,9.9,2.93,9.75,13.01,8.28,0.67,0.98,1.1,0.0,0.34
2020,66170,Dosquebradas,66,Risaralda,3807.0,Dosquebradas,34321,89.11,89.01,69.09,87.31,82.12,45.64,97.93,87.95,99.81,109.16,77.19,,,2.11,2.48,1.9,2.33,2.0,87.91,1.71,92.06,81.38,89.03,9.98,1.71,6.03,16.29,8.98,7.31,1.05,4.99,12.03,4.43
2012,5480,Mutatá,5,Antioquia,3758.0,Antioquia (ETC),5029,80.77,80.8,72.5,93.0,42.1,15.9,88.5,94.7,128.9,66.6,34.4,30.2,36.11,5.75,5.85,6.11,4.55,6.51,94.16,0.0,93.81,95.35,93.02,0.1,0.0,0.08,0.1,0.47,1.12,0.24,1.12,1.76,0.0
2020,73686,Santa Isabel,73,Tolima,3815.0,Tolima (ETC),1229,94.47,94.47,61.7,88.4,82.82,49.05,105.94,90.43,106.8,114.82,92.86,,,4.77,1.18,3.37,6.61,6.29,81.41,2.35,85.77,71.59,87.41,13.82,2.35,10.86,21.81,6.29,1.48,0.0,1.31,2.42,0.0
2019,50606,Restrepo,50,Meta,3796.0,Meta (ETC),3670,114.39,114.36,67.0,105.49,112.37,62.18,123.19,93.27,121.83,141.31,104.81,,,3.24,4.82,2.36,4.38,1.98,89.68,0.0,95.08,82.63,89.9,7.08,0.0,2.55,13.0,8.12,1.66,0.4,1.06,2.85,0.79
2022,52399,La Unión,52,Nariño,3798.0,Nariño (ETC),5085,90.54,90.52,74.46,88.0,79.94,57.48,103.66,95.18,95.65,110.18,113.62,,,3.31,2.6,2.53,4.35,3.26,92.92,1.04,96.61,88.42,92.1,3.77,1.04,0.86,7.23,4.64,5.32,0.52,5.11,7.51,3.26
2014,15806,Tibasosa,15,Boyacá,3769.0,Boyacá (ETC),3227,62.84,90.01,79.72,88.1,79.36,52.34,69.82,55.43,66.54,77.44,69.41,26.18,28.57,2.19,1.63,0.63,3.52,3.1,86.35,0.0,93.24,79.25,81.72,11.46,0.0,6.13,17.23,15.17,0.4,1.63,0.25,0.5,0.0
2014,86760,Santiago,86,Putumayo,3826.0,Putumayo (ETC),2566,51.36,90.58,57.58,81.78,75.09,53.26,56.7,48.53,61.67,60.57,41.26,23.72,30.77,6.46,8.08,3.89,10.0,4.35,87.35,0.0,92.21,79.81,89.67,6.19,0.0,3.89,10.19,5.98,1.58,0.0,1.87,1.89,0.54
2018,50590,Puerto Rico,50,Meta,3796.0,Meta (ETC),2983,51.82,84.48,58.04,89.63,60.49,27.41,90.35,82.75,115.6,79.94,49.16,,,4.68,9.48,3.7,4.9,5.83,92.13,0.0,93.63,90.99,87.38,3.19,0.0,2.67,4.11,6.8,0.04,0.0,0.07,0.0,0.0
2021,19450,Mercaderes,19,Cauca,3.7769999999999997,Cauca (ETC),4.105,62.78,62.78,35.35,63.25,53.67,32.21,68.87,60.61,74.86,70.98,55.03,,,5.02,7.22,2.97,7.12,4.88,87.62,0.0,89.36,84.0,89.27,7.36,0.0,7.67,8.88,5.85,6.83,0.56,4.37,11.12,6.1
2014,91407,La Pedrera,91,Amazonas,3828.0,Amazonas (ETC),1563,54.57,86.95,43.82,68.35,55.91,29.58,62.76,59.73,91.1,37.27,32.57,13.91,20.0,1.07,,0.16,3.13,6.9,98.93,0.0,99.84,96.88,93.1,0.0,0.0,0.0,0.0,0.0,1.49,0.0,1.41,2.5,0.0
2011,68705,Santa Bárbara,68,Santander,3808.0,Santander (ETC),514,82.49,82.5,57.1,96.1,61.9,22.0,91.8,73.8,116.1,88.6,51.7,10.83,25.0,0.23,,,0.76,,99.77,0.0,100.0,99.24,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,68684,San José de Miranda,68,Santander,3808.0,Santander (ETC),802,74.19,74.19,50.0,74.92,61.4,26.67,87.91,85.71,89.39,99.3,64.0,,,4.77,10.42,6.12,3.17,0.0,89.47,0.0,91.01,85.52,96.72,5.76,0.0,2.88,11.31,3.28,1.81,0.0,0.0,3.17,6.56
2018,15276,Floresta,15,Boyacá,3769.0,Boyacá (ETC),549,59.11,89.25,58.14,88.18,82.98,66.33,96.72,69.77,96.36,97.34,108.16,,,0.19,0.0,0.0,0.55,0.0,93.41,0.0,93.87,90.16,96.23,6.4,0.0,6.13,9.29,3.77,0.0,0.0,0.0,0.0,0.0
2021,19001,Popayán,19,Cauca,3.778,Popayán,51.501,103.36,103.28,76.02,100.04,93.76,60.74,117.16,102.23,115.68,125.05,112.34,,,2.17,2.34,2.0,2.31,2.2,91.04,0.91,94.29,87.34,87.7,6.8,0.91,3.71,10.35,10.1,4.93,1.33,4.02,7.31,3.25
2015,73043,Anzoátegui,73,Tolima,3815.0,Tolima (ETC),4827,43.03,43.03,26.11,42.52,34.47,15.93,45.33,40.15,53.9,44.72,27.43,26.34,32.43,5.9,7.36,4.8,7.04,6.45,87.34,0.0,88.84,84.39,85.71,6.76,0.0,6.37,8.56,7.83,0.0,0.0,0.0,0.0,0.0
2020,5364,Jardín,5,Antioquia,3758.0,Antioquia (ETC),2537,91.6,91.6,75.88,81.3,85.1,50.56,103.04,88.94,97.66,120.67,87.42,,,1.41,1.13,1.3,1.86,0.62,97.72,0.0,97.21,97.59,99.07,0.87,0.0,1.5,0.55,0.31,2.69,0.0,3.29,2.52,2.8
2013,5607,Retiro,5,Antioquia,3758.0,Antioquia (ETC),3970,110.05,108.5,63.9,103.6,96.2,70.9,117.0,89.5,121.7,120.7,112.2,28.86,88.24,2.51,2.23,1.66,3.19,3.75,88.35,0.0,93.6,85.82,72.83,9.14,0.0,4.74,11.0,,0.21,0.0,0.15,0.42,0.0
2021,5093,Betulia,5,Antioquia,3.758,Antioquia (ETC),3.548,83.09,83.09,68.68,82.33,70.17,37.83,92.67,84.7,96.99,100.33,70.5,,,8.38,4.2,5.01,13.34,9.04,84.2,0.0,84.89,79.77,87.76,7.42,0.0,10.1,6.89,3.21,7.32,0.0,5.58,11.0,7.58
2014,5649,San Carlos,5,Antioquia,3758.0,Antioquia (ETC),3454,96.21,88.97,78.78,79.6,66.12,49.64,108.14,77.53,115.38,122.0,77.74,24.27,36.36,2.91,2.86,2.08,4.53,1.42,97.06,0.0,97.92,95.47,98.3,0.03,0.0,0.0,0.0,0.28,0.97,0.0,1.68,0.29,0.0
2012,68770,Suaita,68,Santander,3808.0,Santander (ETC),2177,89.16,89.2,71.4,87.7,77.7,45.5,100.8,119.4,103.3,103.8,81.1,21.83,10.71,4.75,2.39,3.88,6.04,6.05,91.61,0.48,92.01,89.5,91.46,3.64,0.48,4.11,4.46,2.49,0.58,0.48,0.67,0.58,0.36
2015,5086,Belmira,5,Antioquia,3758.0,Antioquia (ETC),1636,89.36,89.36,57.04,90.36,75.05,34.06,98.96,73.24,113.28,105.82,63.41,26.65,92.86,3.33,3.85,2.96,4.49,0.75,89.16,0.0,89.43,84.9,97.74,7.52,0.0,7.6,10.61,1.5,,1.92,6.57,,
2021,27810,Unión Panamericana,27,Chocó,3.7889999999999997,Chocó (ETC),1.588,96.41,96.41,57.03,100.3,69.27,33.08,104.91,78.13,132.42,99.81,59.32,,,2.34,7.0,1.6,2.43,3.21,89.32,0.0,87.3,90.49,94.23,8.34,0.0,11.1,7.09,2.56,11.04,1.0,10.41,14.37,9.62
